K,Source Device ID,Time_90,Chunk Copies,% Devices Reached
69,11056,inf,445,25.885
69,11560,inf,615,35.752
69,157,inf,1396,81.080
69,762,inf,986,57.284
69,1117,inf,840,48.810
69,2620,308072,1555,90.308
69,3279,inf,1278,74.231
69,8736,inf,757,43.993
69,5687,inf,1527,88.683
69,1452,inf,337,19.617
69,2631,inf,1454,84.446
69,6812,inf,1207,70.110
69,4705,inf,1261,73.244
69,6561,216755,1652,95.937
69,1040,inf,1011,58.735
69,7241,inf,1045,60.708
69,858,224886,1610,93.500
69,10435,inf,776,45.096
69,8384,inf,706,41.033
69,1071,inf,878,51.016
69,1394,inf,1305,75.798
69,792,inf,726,42.194
69,7779,202389,1696,98.491
69,10690,inf,1547,89.843
69,1356,inf,1357,78.816
69,8481,inf,143,8.358
69,11867,inf,10,0.638
69,4571,inf,142,8.299
69,9822,inf,717,41.672
69,8348,inf,712,41.381
69,4808,inf,1030,59.837
69,8315,inf,725,42.136
69,541,204333,1693,98.317
69,2452,inf,941,54.672
69,265,inf,1336,77.597
69,2613,308072,1555,90.308
69,11870,inf,10,0.638
69,5349,inf,882,51.248
69,1189,inf,987,57.342
69,4702,inf,1121,65.119
69,2616,308072,1555,90.308
69,7261,inf,1038,60.302
69,2683,inf,1448,84.098
69,4720,inf,1090,63.320
69,1208,inf,978,56.820
69,9547,inf,389,22.635
69,2205,203738,1694,98.375
69,7588,202389,1698,98.607
69,1400,inf,451,26.233
69,6676,226437,1607,93.326
69,1244,inf,748,43.471
69,6610,221137,1629,94.602
69,206,inf,1356,78.758
69,135,inf,1422,82.589
69,3289,inf,1233,71.619
69,2553,inf,925,53.743
69,4044,215187,1668,96.866
69,41,206150,1690,98.143
69,250,inf,1370,79.571
69,8368,inf,708,41.149
69,8487,inf,142,8.299
69,1470,inf,334,19.443
69,2671,224414,1611,93.558
69,7419,inf,364,21.184
69,317,inf,1294,75.160
69,961,207733,1683,97.737
69,11102,inf,437,25.421
69,6064,inf,1371,79.629
69,638,inf,1287,74.753
69,280,inf,1323,76.843
69,9569,inf,15,0.929
69,1655,inf,174,10.157
69,8760,inf,756,43.935
69,100,209114,1668,96.866
69,553,209482,1678,97.446
69,7243,inf,1045,60.708
69,846,206150,1684,97.795
69,1053,212695,1670,96.982
69,525,inf,1259,73.128
69,10976,inf,509,29.600
69,8264,inf,1041,60.476
69,4463,inf,159,9.286
69,3481,inf,973,56.529
70,3476,inf,1025,59.547
70,11071,inf,444,25.827
70,155,inf,1397,81.138
70,1598,inf,190,11.085
70,8344,inf,713,41.439
70,2046,208746,1681,97.620
70,7393,inf,380,22.113
70,8350,inf,713,41.439
70,1325,inf,1519,88.218
70,9334,inf,149,8.706
70,1977,221134,1630,94.660
70,1059,210777,1676,97.330
70,706,inf,1030,59.837
70,8757,inf,757,43.993
70,20,214139,1669,96.924
70,2812,inf,1421,82.530
70,2057,inf,1271,73.825
70,11056,inf,445,25.885
70,11560,inf,616,35.810
70,157,inf,1397,81.138
70,762,inf,987,57.342
70,1117,inf,841,48.868
70,2620,308072,1556,90.366
70,3279,inf,1279,74.289
70,8736,inf,758,44.051
70,5687,inf,1529,88.799
70,1452,inf,337,19.617
70,2631,inf,1454,84.446
70,6812,inf,1208,70.168
70,4705,inf,1262,73.302
70,6561,216712,1653,95.995
70,1040,inf,1013,58.851
70,7241,inf,1046,60.766
70,858,224414,1611,93.558
70,10435,inf,777,45.154
70,8384,inf,707,41.091
70,1071,inf,879,51.074
70,1394,inf,1306,75.856
70,792,inf,726,42.194
70,7779,202389,1696,98.491
70,10690,inf,1549,89.959
70,1356,inf,1358,78.874
70,8481,inf,143,8.358
70,11867,inf,10,0.638
70,4571,inf,142,8.299
70,9822,inf,718,41.730
70,8348,inf,713,41.439
70,4808,inf,1032,59.954
70,8315,inf,726,42.194
70,541,204333,1693,98.317
70,2452,inf,941,54.672
70,265,inf,1337,77.655
70,2613,308072,1556,90.366
70,11870,inf,10,0.638
70,5349,inf,883,51.306
70,1189,inf,989,57.458
70,4702,inf,1122,65.177
70,2616,308072,1556,90.366
70,7261,inf,1039,60.360
70,2683,inf,1448,84.098
70,4720,inf,1091,63.378
70,1208,inf,981,56.994
70,9547,inf,389,22.635
70,2205,203738,1694,98.375
70,7588,202389,1698,98.607
70,1400,inf,452,26.291
70,6676,226301,1608,93.384
70,1244,inf,749,43.529
70,6610,221134,1630,94.660
70,206,inf,1357,78.816
70,135,inf,1423,82.647
70,3289,inf,1234,71.677
70,2553,inf,927,53.860
70,4044,215187,1668,96.866
70,41,206150,1690,98.143
70,250,inf,1371,79.629
70,8368,inf,709,41.207
70,8487,inf,142,8.299
70,1470,inf,334,19.443
70,2671,224093,1612,93.616
70,7419,inf,364,21.184
70,317,inf,1295,75.218
70,961,207733,1683,97.737
70,11102,inf,437,25.421
70,6064,inf,1372,79.687
70,638,inf,1288,74.811
70,280,inf,1324,76.901
70,9569,inf,15,0.929
70,1655,inf,174,10.157
70,8760,inf,757,43.993
70,100,209114,1669,96.924
70,553,209482,1678,97.446
70,7243,inf,1046,60.766
70,846,206150,1685,97.853
70,1053,212695,1670,96.982
70,525,inf,1260,73.186
70,10976,inf,509,29.600
70,8264,inf,1043,60.592
70,4463,inf,159,9.286
70,3481,inf,975,56.645
